"AB106","AB107","AB108","AB109","AB110","AB111","AB112","AB113","AB114","AB115","AB116","AB117","AB118","AB119"
"U","G","C","B","G","G","B","F","G","C","C","G","C","U"
"U","F","C","B","C","G","G","H","A","F","C","C","C","G"
"U","F","C","B","G","C","G","F","B","G","B","H","C","H"
"H","F","C","B","G","G","G","F","B","F","B","F","C","B"
"U","F","C","B","G","G","B","G","B","G","C","C","C","C"
"U","F","C","U","G","U","U","U","B","F","B","N","C","H"
"U","G","C","B","G","G","G","G","B","F","B","F","C","H"
"B","G","C","B","G","G","B","A","B","C","C","G","C","G"
"U","F","C","B","G","G","H","H","H","G","B","F","C","B"
"U","G","G","B","G","U","U","A","B","G","B","H","G","C"
"B","G","C","B","G","G","H","G","B","C","C","G","C","C"
"B","G","G","B","G","G","H","A","B","C","B","F","C","G"
"B","G","C","B","G","G","H","A","B","F","B","C","C","C"
"U","F","G","C","G","G","B","F","B","F","B","F","G","B"
"U","G","C","B","G","G","A","G","B","B","C","F","C","C"
"U","F","C","B","G","U","A","A","U","B","B","N","C","G"
"U","G","G","B","G","G","G","H","B","G","C","G","C","C"
"C","G","G","B","G","G","A","G","B","F","B","H","C","C"
"B","G","C","B","G","G","A","G","B","B","B","G","C","C"
"U","F","C","B","G","G","C","F","B","B","B","H","C","H"
"B","G","C","F","C","G","A","B","B","F","C","H","G","G"
"U","F","G","B","G","G","B","A","F","B","C","H","G","C"
"B","G","C","B","G","G","A","B","B","B","B","C","G","C"
"U","F","C","B","G","U","U","A","B","F","C","C","C","U"
"U","G","C","B","C","G","H","H","B","C","B","H","C","U"
"U","U","U","B","G","U","U","F","B","B","B","N","C","U"
"U","F","C","C","G","C","G","H","B","F","C","F","C","B"
"U","U","U","U","G","U","U","U","U","G","B","N","C","C"
"U","F","C","B","G","G","H","A","B","B","B","N","C","H"
"B","G","G","B","G","G","U","A","B","G","C","G","C","U"
"U","G","G","B","G","U","G","B","B","G","B","F","C","C"
"C","G","G","B","G","G","G","A","H","C","B","F","C","G"
"U","F","G","B","G","G","H","G","F","F","B","F","C","B"
"U","F","G","C","G","G","G","F","B","C","B","G","C","H"
"C","G","G","B","C","G","G","A","B","C","C","G","C","C"
"B","G","G","A","G","G","H","F","B","C","C","G","C","C"
"B","G","G","B","G","G","A","F","B","F","B","C","G","C"
"B","F","G","B","G","G","C","G","B","G","C","G","C","U"
"B","G","G","B","G","G","H","A","B","C","C","G","C","G"
"U","F","C","B","G","U","C","A","U","B","B","N","C","U"
"U","F","G","B","C","G","U","F","B","B","B","F","C","C"
"U","F","C","B","C","G","A","A","U","F","B","C","G","C"
"U","G","G","H","G","C","H","F","B","B","C","F","C","B"
"U","G","G","B","G","G","G","F","B","C","B","F","C","C"
"B","G","C","B","C","G","H","H","B","C","C","G","C","C"
"B","G","G","B","C","G","C","H","H","C","C","H","C","C"
"B","G","C","B","G","G","H","G","B","F","B","H","G","C"
"C","G","G","B","G","G","G","G","B","F","C","G","G","H"
"U","G","G","B","G","U","G","A","B","F","C","H","C","U"
"U","G","C","B","G","U","A","A","B","G","C","G","C","G"
"U","F","G","B","G","U","G","A","U","C","B","N","C","U"
"U","G","G","B","G","G","A","F","B","C","B","C","C","C"
"U","F","G","B","G","G","B","A","B","B","C","H","C","C"
"U","G","C","B","G","G","A","A","B","G","B","H","C","C"
"U","F","G","A","G","G","B","G","B","F","B","H","C","B"
"U","G","G","B","G","U","C","A","B","C","C","H","C","C"
"U","F","G","B","G","G","B","A","B","F","C","C","C","H"
"U","F","C","B","G","C","G","F","F","B","C","H","G","C"
"B","G","C","A","G","G","A","H","B","B","C","G","C","C"
"B","G","C","B","G","G","U","H","B","F","C","H","C","C"
"U","F","C","B","G","G","H","G","B","F","B","H","G","B"
"U","G","G","H","G","G","A","G","B","G","C","F","G","B"
"B","G","G","H","G","G","H","H","B","C","C","H","C","B"
"U","F","G","B","G","G","G","A","U","C","C","C","C","G"
"C","G","G","A","G","G","G","A","B","B","C","H","C","C"
"U","F","G","B","G","U","A","A","B","F","B","N","G","C"
"U","G","C","B","G","C","G","F","B","B","C","F","C","G"
"U","F","G","U","G","U","B","U","U","F","B","N","G","U"
"U","F","C","B","G","G","U","F","F","C","C","G","C","C"
"U","G","C","B","G","G","U","H","B","G","B","F","C","U"
"U","G","C","B","G","G","A","A","B","G","B","G","C","H"
"C","F","G","B","G","G","G","H","B","C","C","F","C","C"
"U","F","G","B","C","G","H","A","U","B","B","N","C","G"
"U","F","C","B","G","G","B","G","H","B","B","H","C","U"
"U","G","C","H","G","G","B","H","B","F","B","F","G","B"
"A","G","G","B","G","G","U","F","B","C","C","G","C","C"
"U","F","C","B","G","G","H","F","B","F","C","C","C","C"
"U","G","G","B","G","U","U","A","F","B","C","F","C","C"
"U","F","G","B","G","G","H","A","B","G","C","N","G","C"
"B","G","C","C","G","G","A","H","H","C","C","G","C","B"
"U","G","G","B","G","G","G","H","B","F","B","C","C","B"
"U","C","C","B","C","G","H","F","B","C","C","G","C","C"
"U","G","C","B","G","G","B","G","B","B","B","F","G","B"
"C","G","G","B","G","G","B","F","B","B","C","G","C","C"
"U","F","G","F","G","G","B","H","C","F","C","H","C","C"
"B","G","C","B","G","G","H","A","B","C","C","G","C","C"
"U","F","G","B","G","G","G","A","B","F","B","F","C","G"
"U","G","C","B","G","G","A","C","B","B","B","H","C","C"
"B","G","G","B","G","G","F","G","B","F","B","F","G","C"
"U","G","C","B","G","G","B","H","B","C","C","G","C","C"
"U","G","G","F","G","G","H","C","B","G","C","C","C","C"
"U","F","C","U","G","U","B","U","B","B","F","N","G","U"
"U","G","G","A","G","G","H","G","B","F","C","G","G","G"
"U","F","G","B","C","G","G","A","B","F","B","C","G","C"
"U","G","C","B","G","G","C","F","C","B","B","H","C","C"
"U","F","C","B","C","G","B","F","B","F","B","F","G","C"
"U","G","G","B","C","G","H","G","B","G","C","H","C","G"
"U","F","C","B","G","G","U","A","B","G","C","C","C","C"
"U","G","G","B","G","G","G","G","B","G","B","H","G","C"
"U","G","G","B","G","G","H","A","B","C","C","F","C","C"
"U","G","C","B","G","U","B","A","B","G","B","H","G","C"
"U","G","G","F","G","G","U","G","B","B","C","G","C","C"
"U","F","C","B","G","G","A","G","B","C","C","G","C","C"
"F","F","C","B","G","G","G","F","B","C","C","G","C","H"
"U","F","C","B","G","G","G","F","A","C","C","F","C","C"
"U","G","C","B","C","C","G","A","B","B","B","F","C","H"
"U","C","C","U","G","U","A","U","U","B","B","N","C","U"
"U","G","G","B","G","G","G","F","B","G","B","F","G","C"
"U","F","G","B","G","G","G","H","B","C","C","F","C","C"
"B","G","C","B","G","G","A","G","B","B","C","F","C","C"
"U","F","G","B","G","G","U","F","C","C","B","F","C","C"
"B","F","G","C","G","U","H","H","B","B","B","H","C","H"
"B","G","C","B","C","G","A","G","B","B","B","F","C","H"
"A","G","G","B","G","G","G","G","B","G","B","C","C","C"
"B","G","G","C","C","G","G","H","B","B","C","G","C","C"
"U","G","C","B","G","G","H","F","B","G","B","H","C","H"
"U","F","C","B","G","G","H","G","B","F","B","H","G","U"
"U","F","G","B","G","U","H","A","B","B","B","N","C","C"
"B","G","C","B","G","G","B","H","G","B","C","H","C","C"
"U","G","C","B","G","G","U","H","A","C","B","G","C","C"
"U","G","G","C","G","G","H","F","B","F","B","F","G","G"
"U","F","C","U","G","U","C","U","U","F","B","N","C","U"
"B","G","C","G","G","G","H","H","B","F","C","H","C","B"
"B","G","G","G","C","G","H","H","G","C","C","G","C","C"
"U","G","C","B","G","G","A","H","H","B","C","F","C","C"
"U","U","U","U","G","U","U","U","B","G","B","N","C","B"
"B","G","G","B","G","G","A","H","B","B","B","H","C","C"
"U","F","C","B","G","G","G","A","B","F","C","H","G","C"
"U","G","G","B","G","G","G","F","C","G","B","H","C","C"
"U","G","G","B","G","G","B","H","B","C","B","F","G","B"
"U","F","G","B","G","G","A","A","B","C","C","H","C","G"
"U","G","G","B","G","G","H","G","B","G","B","F","C","C"
"U","F","G","B","G","U","U","A","B","C","C","H","C","G"
"B","G","C","C","C","G","B","H","A","B","C","G","G","C"
"U","F","C","B","G","U","H","A","U","C","C","N","C","C"
"B","G","G","B","G","G","G","G","B","B","B","H","C","C"
"U","F","G","B","G","G","B","F","B","B","B","F","C","B"
"U","G","G","F","G","G","G","H","B","B","B","G","C","C"
"U","G","C","B","G","G","A","A","B","F","B","F","G","G"
"B","G","G","B","G","U","U","F","A","A","C","G","C","C"
"B","G","G","B","G","G","H","F","B","C","C","G","C","G"
"U","G","G","B","G","G","C","F","B","G","B","H","C","H"
"C","G","G","B","G","G","B","H","B","C","C","F","C","C"
"U","F","C","C","G","G","B","F","B","C","B","F","G","B"
"U","F","G","B","G","G","G","F","B","C","B","F","C","G"
"U","F","G","B","G","G","A","A","B","C","B","C","C","C"
"U","G","C","B","G","G","C","A","B","B","C","G","C","C"
"U","G","G","B","G","G","H","H","B","C","C","F","C","G"
"B","G","G","G","G","G","A","F","B","B","C","G","C","C"
"U","G","G","B","G","G","A","A","B","C","C","H","C","C"
"B","G","G","F","G","G","B","F","B","G","B","F","G","C"
"B","G","C","B","G","G","H","H","B","F","B","F","G","C"
"U","G","G","B","G","G","C","A","B","G","C","H","C","C"
"U","G","C","B","G","G","H","G","B","B","C","G","C","C"
"U","G","C","B","G","G","A","F","B","F","B","H","C","H"
"U","F","C","B","G","G","H","A","B","F","B","N","G","U"
"U","G","G","C","G","G","B","F","B","G","B","F","C","C"
"B","G","C","B","G","U","G","G","B","C","B","G","G","B"
"U","F","G","B","G","G","B","A","B","C","C","C","C","C"
"B","G","C","B","G","G","A","A","B","B","C","G","C","C"
"U","F","C","G","C","G","A","G","U","B","B","H","C","U"
"U","G","G","B","G","G","B","F","B","F","B","H","G","C"
"U","F","G","B","G","G","U","H","B","B","B","C","C","B"
"B","G","C","B","C","G","A","G","B","F","B","C","C","C"
"U","G","C","B","G","G","H","H","B","F","C","H","G","G"
"B","G","C","B","G","G","B","G","B","F","B","F","G","H"
"C","G","G","G","G","G","G","H","B","C","B","G","C","G"
"U","F","G","B","G","G","G","F","G","G","C","G","C","C"
"C","G","G","F","G","G","B","F","B","C","C","G","C","C"
"C","G","G","G","C","G","H","H","B","B","C","G","G","H"
"U","F","C","B","G","G","C","H","B","B","C","G","G","C"
"B","F","C","B","G","G","B","F","B","F","C","H","G","H"
"B","G","C","B","G","G","A","A","B","F","B","F","C","C"
"B","G","C","B","G","G","H","G","B","B","B","F","C","C"
"U","G","C","B","G","C","B","F","B","B","B","H","C","C"
"U","G","C","C","C","G","H","C","B","G","B","F","C","C"
"U","G","G","B","G","G","B","A","B","G","B","C","G","C"
"B","G","G","B","G","G","H","A","B","G","B","F","C","G"
"U","F","G","U","G","U","H","U","B","F","F","N","G","C"
"B","G","C","B","G","G","H","F","B","F","B","H","C","C"
"U","G","C","B","G","G","A","G","B","G","B","F","C","H"
"U","G","C","B","C","C","A","A","U","C","B","H","C","C"
"B","G","C","B","G","G","H","A","B","B","B","H","C","C"
"B","G","G","B","G","G","B","F","B","C","C","G","C","C"
"U","F","C","B","G","G","H","F","B","B","C","G","G","C"
"U","G","G","B","C","G","C","F","B","G","B","F","C","G"
"U","G","G","B","G","G","A","H","B","F","C","G","C","B"
"U","G","C","B","G","C","H","H","B","G","B","G","G","C"
"B","F","G","G","G","G","H","H","B","B","B","F","G","C"
"C","G","G","A","G","G","B","B","B","C","C","G","C","C"
"U","G","C","B","G","G","H","H","B","F","C","F","G","G"
"U","G","G","B","C","G","G","H","B","C","C","H","C","C"
"U","G","G","C","G","G","B","A","B","G","B","F","C","H"
"U","G","G","B","G","G","G","H","F","F","B","F","C","B"
"U","F","G","B","G","G","C","A","U","B","B","H","C","C"
"U","G","G","B","G","G","B","H","B","B","B","F","C","U"
"U","G","C","F","C","G","A","G","B","B","B","F","G","G"
"B","G","C","C","G","G","H","H","B","G","B","F","C","C"
"B","G","C","H","C","G","H","H","C","B","B","F","C","C"
"U","F","C","B","G","G","A","G","B","G","B","C","C","C"
"U","G","G","F","G","G","A","H","B","C","C","G","C","G"
"U","F","C","B","G","G","B","H","B","B","C","F","G","B"
"U","G","G","B","G","G","C","G","B","B","C","F","C","U"
"U","C","G","B","G","G","H","A","B","F","B","C","G","C"
"B","G","G","H","G","G","H","H","B","C","C","G","C","C"
"B","F","C","B","C","G","C","G","B","C","C","G","C","C"
"B","G","G","B","G","G","A","A","C","G","C","G","C","G"
"U","F","C","B","C","G","H","A","B","F","B","F","C","C"
"U","G","C","B","G","G","B","H","B","C","C","G","C","H"
"U","F","G","B","G","G","B","H","B","F","B","H","G","C"
"B","G","G","B","G","G","B","H","B","B","C","H","C","C"
"U","F","G","B","G","G","B","F","B","G","B","H","C","C"
"U","G","C","A","G","G","H","G","B","B","C","H","C","U"
"U","G","G","B","G","G","G","F","B","G","B","F","C","C"
"U","C","C","G","C","G","G","H","B","B","B","C","C","C"
"U","F","C","B","C","U","C","F","B","F","C","G","G","G"
"B","G","G","A","G","G","G","H","B","F","B","F","C","C"
"U","G","G","B","G","G","C","A","B","G","C","G","G","C"
"G","G","C","C","G","G","B","H","B","F","C","F","G","C"
"U","G","C","B","G","C","H","F","B","F","C","H","C","C"
"G","F","C","B","G","G","H","A","B","G","C","F","C","B"
"U","G","G","B","G","G","A","H","F","G","B","F","G","B"
"U","G","G","H","G","G","G","G","B","B","C","F","C","C"
"U","F","G","B","G","G","H","C","B","G","B","F","C","C"
"U","G","G","B","G","G","B","A","B","G","B","H","G","C"
"B","G","C","B","G","G","H","G","B","G","B","H","C","C"
"U","G","C","B","G","G","A","A","A","B","B","C","C","C"
"U","G","G","H","G","G","H","F","A","B","B","H","C","B"
"U","G","C","B","C","G","U","H","B","B","C","F","C","B"
"U","G","G","G","G","G","A","G","H","F","B","F","C","G"
"U","F","C","B","G","G","B","A","U","F","C","H","G","H"
"U","G","G","B","G","G","A","G","B","G","C","G","C","C"
"U","F","C","B","G","G","A","A","B","G","C","H","C","G"
"U","C","C","B","G","G","G","H","B","G","B","H","C","B"
"U","F","G","B","G","G","H","A","B","G","C","N","C","C"
"B","G","G","A","G","G","B","H","B","F","B","F","C","G"
"B","G","C","B","G","G","A","G","G","C","C","G","C","C"
"G","G","C","C","G","G","G","H","B","G","C","G","C","C"
"U","F","C","B","G","G","B","F","B","C","B","C","C","C"
"U","G","C","B","G","G","B","G","B","G","B","F","C","C"
"U","G","C","C","G","G","H","H","B","F","C","G","G","H"
"U","G","G","B","G","C","B","H","G","C","C","G","C","C"
"B","G","C","B","G","G","C","H","B","F","C","C","C","G"
"U","U","U","U","G","U","U","U","B","F","B","N","C","B"
"U","G","C","B","G","G","C","A","B","G","C","G","C","C"
"U","G","G","B","G","U","U","F","B","G","C","H","C","U"
"U","G","C","B","G","G","H","H","B","C","B","H","G","H"
"B","G","G","B","G","G","B","H","B","G","C","G","G","G"
"B","G","C","B","G","G","B","H","B","F","C","G","C","C"
"U","F","C","C","G","G","A","A","B","C","C","N","G","G"
"U","F","G","B","C","G","G","H","B","B","C","F","C","C"
"U","C","C","B","G","G","H","A","B","B","B","N","C","C"
"U","C","C","B","G","G","G","H","B","C","B","F","G","B"
"U","G","C","B","G","U","B","F","B","A","C","G","G","C"
"B","G","G","B","G","G","A","F","B","G","C","G","G","C"
"U","G","C","B","G","G","B","H","U","G","B","F","C","U"
"G","G","C","H","G","G","A","F","B","B","C","H","C","C"
"B","G","G","A","G","G","H","H","B","C","C","F","G","H"
"U","G","C","G","G","G","A","C","B","F","B","F","C","C"
"U","G","C","B","G","G","U","H","B","G","C","H","C","C"
"U","G","C","B","G","G","H","G","B","F","B","H","C","C"
"U","G","C","B","G","U","U","G","B","F","C","H","C","C"
"B","G","G","C","G","G","A","H","B","G","C","H","C","C"
"U","G","C","B","G","G","A","A","B","G","C","H","G","H"
"U","G","G","B","C","G","G","H","B","F","C","G","C","C"
"U","G","C","H","G","G","H","H","B","B","B","F","C","H"
"U","G","C","B","G","G","B","H","B","G","C","G","C","U"
"U","C","G","B","G","U","U","A","B","B","C","H","C","C"
"U","F","C","B","G","G","H","H","B","C","C","G","C","C"
"U","F","C","G","G","G","A","A","U","G","C","C","C","C"
"U","F","G","B","G","G","B","F","U","G","B","C","C","C"
"U","F","C","B","C","G","G","G","B","G","B","C","G","H"
"U","F","C","B","G","G","G","F","A","C","B","F","C","B"
"C","G","G","B","G","G","G","G","B","F","B","F","C","C"
"U","C","C","B","G","G","G","H","B","F","B","H","C","H"
"U","G","C","B","G","U","H","F","B","F","B","N","C","C"
"U","F","G","B","G","G","A","F","H","C","C","F","C","G"
"U","F","G","B","G","G","G","G","B","F","C","H","C","C"
"B","G","C","B","G","G","H","H","H","F","B","F","C","C"
"B","G","G","C","G","U","H","G","B","G","B","H","C","C"
"U","F","G","B","G","G","B","F","B","B","B","C","C","C"
"B","G","C","B","G","G","A","H","B","B","B","F","C","B"
"U","G","C","B","G","G","U","A","B","B","C","G","C","C"
"U","G","C","C","C","G","H","H","B","C","C","G","C","C"
"U","G","C","B","G","G","H","G","F","B","C","F","C","C"
"U","C","G","B","G","G","H","F","U","B","C","N","C","U"
"U","F","C","B","G","C","G","H","A","F","B","H","C","B"
"U","F","G","B","G","G","G","F","B","F","B","F","C","C"
"U","F","G","U","G","G","U","U","U","C","B","N","C","C"
"U","G","C","B","G","G","A","H","A","G","B","H","G","H"
"U","F","C","U","G","G","B","U","B","F","B","N","C","C"
"B","G","G","G","G","G","A","G","B","B","B","F","C","C"
"U","F","G","B","C","U","H","A","B","B","B","N","G","G"
"B","G","C","H","G","C","C","G","B","G","C","G","G","G"
"U","G","C","B","C","G","H","A","F","B","C","H","C","C"
"U","G","C","B","G","G","U","G","B","G","B","F","C","C"
"U","G","G","B","G","G","B","H","B","C","C","G","C","C"
"U","F","G","B","G","G","G","H","B","F","B","F","C","U"
"U","F","G","H","G","G","B","G","H","G","B","F","C","C"
"U","C","C","B","G","G","F","A","B","C","C","C","C","C"
"U","F","G","C","G","G","A","F","B","F","C","H","C","C"
"G","G","C","H","C","U","B","C","B","C","C","G","C","C"
"G","G","C","B","G","U","A","A","B","G","B","F","G","B"
"B","G","G","B","G","G","G","F","B","B","B","H","C","B"
"U","F","G","B","G","G","H","H","B","C","B","C","C","C"
"U","F","G","B","G","G","H","A","B","C","B","C","C","C"
"U","F","C","B","G","G","A","G","B","G","B","C","C","G"
"U","F","G","B","C","U","H","A","B","C","B","N","C","U"
"B","G","G","B","G","G","B","H","A","F","C","F","C","C"
"U","G","C","B","G","G","G","G","H","F","C","F","C","C"
"U","F","G","B","G","U","U","A","B","G","B","H","C","C"
"U","F","G","H","G","G","B","C","B","C","C","F","C","C"
"B","G","G","H","G","G","H","G","B","G","C","G","C","C"
"U","G","G","B","G","U","H","A","B","G","B","N","G","U"
"U","F","G","B","G","G","A","F","B","B","B","F","C","C"
"B","G","C","C","C","G","B","F","B","G","B","F","G","C"
"U","F","C","B","G","U","G","F","U","F","B","C","C","C"
"U","G","G","G","G","G","A","G","B","C","B","F","C","C"
"U","F","C","B","G","U","U","A","B","G","B","N","C","B"
"U","F","G","B","G","G","G","G","A","B","C","H","C","C"
"U","F","G","B","G","G","A","F","B","B","B","C","C","C"
"U","G","G","B","G","G","G","A","B","G","B","C","C","G"
"U","F","G","B","G","U","U","A","U","B","B","C","C","U"
"C","G","C","B","G","G","B","G","B","G","B","H","C","C"
"U","F","G","F","G","G","H","H","F","F","B","H","G","C"
"U","G","C","A","G","G","H","G","A","C","C","G","C","H"
"U","G","G","F","G","G","C","H","B","G","B","F","C","C"
"U","G","G","B","G","G","G","F","B","C","C","G","C","U"
"U","G","G","B","C","G","C","H","B","C","C","H","G","H"
"U","G","G","B","G","G","G","F","C","B","B","H","C","C"
"B","G","C","B","G","G","A","A","B","B","B","F","C","C"
"U","G","C","B","G","G","U","H","B","B","B","G","C","C"
"B","G","C","B","G","G","A","G","B","C","B","F","C","C"
"U","F","C","B","C","G","G","H","B","F","B","F","C","G"
"U","C","G","U","G","U","H","U","B","F","B","N","G","C"
"B","G","G","H","G","G","G","G","B","C","C","G","C","G"
"U","F","C","B","G","G","A","F","B","F","B","C","C","C"
"U","F","C","B","C","G","G","G","B","B","C","G","C","U"
"B","G","C","B","G","G","A","G","A","C","C","G","C","C"
"B","G","C","B","G","G","A","G","B","F","B","F","C","G"
"B","G","C","G","G","G","A","G","A","G","C","G","C","C"
"B","G","C","B","G","G","C","G","B","F","B","H","C","C"
"B","G","C","G","G","G","B","G","B","C","B","G","C","C"
"U","G","C","B","G","G","A","H","B","F","B","H","C","H"
"U","G","G","B","G","G","H","H","B","F","B","G","C","C"
"U","G","G","B","G","G","H","A","B","F","B","H","C","U"
"U","F","C","G","G","G","H","H","H","F","B","F","C","C"
"U","G","C","H","G","G","A","F","B","B","C","G","C","C"
"U","F","G","B","G","G","B","A","B","F","C","C","G","C"
"B","G","G","B","C","G","G","F","B","G","B","H","C","C"
"U","F","C","B","C","G","B","F","B","F","B","C","C","B"
"B","G","G","B","G","G","G","H","B","F","B","H","G","B"
"B","G","G","C","G","U","H","H","B","F","C","H","G","C"
"U","G","G","B","G","G","B","H","B","F","B","H","C","H"
"U","G","G","C","G","G","B","G","B","G","C","H","C","G"
"U","F","G","B","G","G","H","H","B","F","B","C","G","C"
"B","F","G","B","G","U","B","F","B","G","C","G","C","U"
"U","G","G","B","G","G","C","H","F","G","C","G","C","G"
"B","G","C","B","C","G","B","A","B","B","B","N","C","C"
"B","G","G","B","G","G","B","C","B","H","B","H","C","B"
"U","F","G","B","G","G","H","F","B","B","B","C","C","B"
"U","G","G","B","G","G","U","G","B","G","B","H","C","U"
"A","G","G","B","G","G","G","H","U","G","C","F","C","B"
"U","G","G","C","G","G","G","H","B","B","C","G","C","G"
"B","F","C","B","G","G","C","A","B","B","C","G","C","G"
"B","G","C","H","G","G","H","F","B","G","C","G","C","C"
"U","G","C","B","G","G","A","G","B","B","C","H","G","C"
"B","F","G","B","G","G","A","H","B","F","B","F","C","B"
"U","F","C","U","G","G","B","U","U","G","F","N","C","B"
"B","G","C","B","G","G","H","H","B","C","B","C","C","G"
"U","F","C","B","G","G","H","G","B","C","C","H","C","B"
"B","G","G","G","C","G","B","H","B","C","C","G","C","G"
"U","G","C","B","G","G","C","F","B","C","B","H","C","B"
"U","C","C","B","C","G","H","A","B","F","B","N","C","B"
"U","G","G","H","G","G","B","F","B","B","B","F","C","C"
"U","F","C","B","G","G","B","A","B","G","C","H","G","C"
"B","G","G","F","G","G","H","G","B","F","C","G","G","U"
"U","C","C","B","C","G","G","A","U","G","B","F","C","C"
"U","G","C","B","G","G","B","A","U","B","B","H","G","C"
"B","G","C","B","G","G","H","F","B","C","C","G","C","U"
"B","G","C","B","G","G","A","C","B","F","B","C","G","G"
"U","G","G","B","G","G","G","F","B","C","C","H","C","U"
"U","G","C","B","G","G","H","H","G","B","B","F","C","H"
"U","G","G","B","G","G","U","F","B","C","C","G","C","C"
"U","F","G","B","G","G","A","A","B","B","B","N","C","G"
"B","G","G","B","G","G","G","H","H","C","C","H","C","G"
"U","F","G","B","G","G","H","F","B","F","B","F","G","B"
"B","G","C","B","G","G","B","G","B","B","C","F","C","C"
"B","G","G","B","G","G","B","H","B","G","B","H","G","C"
"B","F","G","A","G","U","A","B","B","B","B","F","C","C"
"U","G","G","B","G","U","C","A","B","F","B","N","C","U"
"U","F","C","B","C","G","H","F","B","B","B","C","C","G"
"B","G","G","B","C","G","B","A","A","F","B","F","G","G"
"B","F","C","U","G","G","H","U","B","G","B","N","G","C"
"U","F","G","B","G","G","A","H","B","F","B","F","G","G"
"U","F","G","A","G","G","H","G","B","G","B","F","C","C"
"B","F","C","B","C","G","G","H","B","F","B","H","G","B"
"B","C","G","B","G","G","H","A","B","C","B","N","C","C"
"U","G","C","B","G","G","H","H","B","F","B","C","C","H"
"U","F","C","B","G","G","C","F","B","C","C","G","C","C"
"U","F","G","G","G","U","C","B","B","B","C","G","C","C"
"U","F","C","B","G","G","U","A","U","B","C","H","C","B"
"U","F","C","B","G","G","A","G","B","G","B","C","C","C"
"U","G","C","B","G","G","A","A","B","F","B","N","C","C"
"B","G","C","B","G","C","B","F","B","F","B","H","G","B"
"U","G","G","B","G","G","H","G","B","G","B","H","G","G"
"U","G","G","H","G","G","B","H","B","G","B","F","C","H"
"U","F","C","C","G","G","H","H","B","C","C","H","C","C"
"U","F","G","H","G","G","H","G","H","F","B","F","G","B"
"B","F","G","B","G","G","B","A","B","F","B","H","G","C"
"B","G","G","B","C","G","H","F","F","C","C","F","C","H"
"U","G","C","B","G","G","C","A","U","C","C","C","C","C"
"U","G","C","B","G","G","B","H","H","F","B","C","G","C"
"U","F","G","G","G","G","A","G","F","F","C","G","C","B"
"B","G","C","H","G","G","H","H","B","B","B","F","C","C"
"U","G","C","H","C","G","H","H","B","F","C","H","C","B"
"U","F","G","B","G","G","H","F","B","F","B","H","G","B"
"B","G","G","B","C","C","B","H","G","G","B","H","G","H"
"U","F","C","B","G","G","C","A","B","B","B","H","C","C"
"U","F","G","U","G","U","B","U","U","C","F","N","C","C"
"B","G","C","B","G","G","H","G","B","F","B","H","C","C"
"B","G","G","B","G","G","G","A","F","C","B","C","C","H"
"B","G","C","G","C","C","B","H","A","B","B","F","C","U"
"U","G","G","B","G","G","B","F","B","C","C","H","C","G"
"U","C","G","B","C","G","G","A","B","C","B","C","C","B"
"U","G","C","B","G","G","C","H","B","F","B","F","C","B"
"U","G","C","B","G","C","H","A","B","F","B","C","C","G"
"U","G","C","F","G","G","U","G","B","B","B","F","G","C"
"U","G","C","B","G","G","C","H","B","G","B","F","G","C"
"B","G","C","B","G","G","H","G","B","B","C","F","C","C"
"B","G","C","G","G","G","A","G","A","F","B","F","G","C"
"U","G","C","C","G","G","H","H","B","B","B","F","C","C"
"U","G","C","B","G","G","U","G","B","C","C","G","C","H"
"C","G","C","B","C","G","B","F","B","F","B","H","G","H"
"U","F","C","B","G","G","B","F","A","B","B","F","G","C"
"B","F","C","B","G","G","H","G","B","B","B","F","C","C"
"U","F","G","B","G","G","G","F","B","G","B","C","C","C"
"U","C","G","B","G","C","G","H","B","G","B","C","G","C"
"B","G","C","B","C","G","A","F","B","B","C","F","C","B"
"B","G","G","B","C","G","A","F","B","F","C","G","C","C"
"U","F","C","B","G","G","H","H","B","G","B","N","C","C"
"U","G","C","B","G","C","H","H","C","G","C","G","G","C"
"B","G","G","B","G","G","U","F","C","G","C","G","C","C"
"U","F","G","B","G","G","G","H","B","B","B","F","C","C"
"U","U","U","B","G","U","U","A","B","B","B","N","C","C"
"U","G","G","B","G","G","B","G","B","G","B","F","G","U"
"U","G","C","B","G","G","F","A","B","C","B","C","C","C"
"B","G","G","A","G","G","C","G","B","C","C","G","C","C"
"U","F","G","B","G","G","H","C","B","F","B","C","C","U"
"U","G","C","B","G","G","A","H","G","G","B","H","C","B"
"B","G","C","F","G","C","B","H","B","G","C","G","C","G"
"U","F","G","B","G","U","B","A","U","C","C","N","C","C"
"U","G","C","B","C","G","B","H","C","F","B","F","C","F"
"U","G","G","B","G","G","C","B","G","G","C","G","C","C"
"U","G","C","B","G","G","H","G","B","F","B","G","C","C"
"U","G","G","B","G","G","G","G","B","C","C","G","C","U"
"U","F","G","B","C","G","G","F","B","G","C","G","G","C"
"U","G","C","A","C","G","G","H","B","F","C","C","C","B"
"U","F","G","U","G","U","H","U","B","F","B","N","G","U"
"U","G","G","B","G","G","G","H","B","C","C","G","C","C"
"U","G","G","B","G","G","B","G","F","G","B","F","C","C"
"U","F","G","B","G","G","G","A","B","F","B","N","C","C"
"U","G","G","B","C","G","H","A","G","G","B","F","G","H"
"B","F","G","F","G","G","A","G","B","H","C","G","C","C"
